name,Tc
Ca10Pt4Fe10As18,38
Ca10Pt4.8Fe9.2As18,13.7
Ca10Pt4.6Fe9.4As18,22.5
Ca10Pt4.3Fe9.7As18,33.9
Ca10Pt4.2Fe9.8As18,30
Ca10Pt4.1Fe9.9As18,32.2
Ca10Pt4.05Fe8.95As18,13
Ca10Pt4.054Fe9.7As18,26.5
Ca10Pt3.981Fe9.019As18,7.49
Ca10Pt3.97Fe9.03As18,10.75
Ca10Pt3.72Fe9.28As18,14.9
Ca10Pt3.617Fe9.383As18,13.6
Ca10Pt3.53Fe9.47As18,15.8
Ca10Pt3.51Fe9.49As18,12.44
Ca10Pt3.474Fe9.526As18,11.85
Ca10Pt3.42Fe9.58As18,9.87
Ca10Pt3.41Fe9.59As18,7.38
Ca10Pt3.28Fe9.72As18,6
Ca10Pt3.213Fe9.787As18,4.3
Ca10Pt0.78Fe9.22As18,9.96
Ca10Ir4Fe10As18,17.35
Ca10Fe9.2Pt3.8As18,13
Ca10Fe8.2Pt4.8As18,38
Ca10Bi9.88,2.075
Ca1.9K0.1Cu1Cl2O2,18
Ca1.9Cu1Cl2O2,15
Ca1.8Na0.2Cu1Cl2O2,26.95
Ca1.8Na0.2Cu1Br2O2,11
Ca1.8Na0.2Cu1Br1Cl1O2,19
Ca1.8K0.2Cu1Cl2O2,24
Ca1.8Cu1Cl2O2,41
Ca1.89Na0.11Cu1Cl2O2,15.14
Ca1.883Cu0.941Cl1.941Na0.059O2.117,26
Ca1.875Na0.125Cu1Br1Cl1O2,15
Ca1.867Na0.133Cu1Cl2O2,20
Ca1.85Na0.15Cu1Cl2O2,24.225
Ca1.85Na0.15Cu1Br2O2,10
Ca1.85Na0.15Cu1Br1Cl1O2,19
Ca1.85Cu1Cl2O2,30
Ca1.84Na0.16Cu1Cl2O2,19.7
Ca1.843Na0.157Cu1Cl2O2,25
Ca1.82Na0.18Cu1Cl2O2,27.055
Ca1.825Na0.175Cu1Cl2O2,26
Ca1.825Na0.175Cu1Br2O2,10.5
Ca1.825Na0.175Cu1Br1Cl1O2,23
Ca1.81Na0.19Cu1Cl2O2,27.7
Ca1.808Cu0.904Cl1.904Na0.096O2.192,26
Ca1.7Na0.3Cu1Cl2O2,27.6
Ca1.7Na0.3Cu1Br2O2,16.5
Ca1.7Na0.3Cu1Br1Cl1O2,23.5
Ca1.7K0.3Cu1Cl2O2,24
Ca1.76Na0.24Cu1Cl2O2,26.9
Ca1.75Na0.25Cu1Cl2O2,26.5
Ca1.75Na0.25Cu1Br2O2,18
Ca1.75Na0.25Cu1Br1Cl1O2,19
Ca1.737Cu0.868Cl1.868Na0.132O2.263,21
Ca1.702Cu0.851Cl1.851Na0.149O2.404,15
Ca1.6Na0.4Cu1Cl2O2,27.8
Ca1.65Na0.35Cu1Cl2O2,28
Ca1.65Na0.35Cu1Br2O2,18
Ca1.65Na0.35Cu1Br1Cl1O2,24
Ca1.5Na0.5Cu1Cl2O2,28.5
Ca0.9Pr0.1Fe1As2,20
Ca0.9Pr0.1Fe1.3As1.8O0.2,20
Ca0.9Nd0.1Ba1La1Cu3O6.87,73.8
Ca0.9La0.1Fe1As2,34
Ca0.9La0.1Fe1As1H1,28.2
Ca0.9Ce0.1Ba1La1Cu3O7.02,60.5
Ca0.95Ce0.05Ba1La1Cu3O6.91,64.8
Ca0.941Pr0.059Fe2As2,28.9
Ca0.92La0.08Fe8.6Pd4.2As18,13.5
Ca0.923Nd0.077Fe2As2,41.8
Ca0.906Nd0.094Fe2As2,19.3
Ca0.902Pr0.098Fe2As2,40
Ca0.8Pr0.2Fe1As2,10
Ca0.8Nd0.2Ba1La1Cu3O6.99,73.8
Ca0.8La0.2Fe2As2,40
Ca0.8La0.2Fe1As1H1,40.6
Ca0.8La0.2Fe0.978Co0.022As2,37.8
Ca0.8La0.2Fe0.9671Co0.0329As2,36.5
Ca0.8La0.2Fe0.9558Co0.0442As2,35.1
Ca0.891La0.109Fe2As2,45.4
Ca0.88La0.12Fe1As1.8Sb0.2,47.2
Ca0.88Ce0.12Fe2As2,33.2
Ca0.875Pr0.125Fe2As2,49
Ca0.86Pr0.14Fe2As2,32.5
Ca0.85Sm0.15Fe1As2,17.6
Ca0.85Pr0.15Fe1As2,21
Ca0.85Nd0.15Fe1As2,14
Ca0.85La0.15Fe1As1.98Sb0.02,43
Ca0.85K0.15Cu1Cl2O2,24
Ca0.85Gd0.15Fe1As2,19.5
Ca0.85Eu0.15Fe1As2,12.2
Ca0.85Ce0.15Ba1La1Cu3O7.07,52.4
Ca0.858Pr0.142Fe2As2,45.3
Ca0.857La0.143Fe2As2,44
Ca0.84Nd0.16Fe1As0.9Sb0.1,43
Ca0.84La0.16Fe1As2,34
Ca0.84La0.16Fe1As1.99P0.01,41
Ca0.84Ce0.16Fe1As1.98Sb0.02,21
Ca0.835La0.165Fe2As2,41.2
Ca0.82Pr0.18Fe1As1.98Sb0.02,26
Ca0.82La0.18Fe1As1.99P0.01,39
Ca0.81Nd0.19Fe1As2,11
Ca0.81Nd0.19Fe1As1.98Sb0.02,24
Ca0.81La0.19Fe1As2,30.03333333
Ca0.7Nd0.3Ba1La1Cu3O7.04,73.8
Ca0.7La0.3Fe1As1H1,35.7
Ca0.79La0.21Fe1As2,26.5
Ca0.78La0.22Fe1As2,21.9
Ca0.78Ce0.22Fe2As2,36.2
Ca0.77La0.23Fe1As1.99P0.01,28
Ca0.76Pr0.24Fe1As0.9Sb0.1,43
Ca0.76Ce0.24Fe1As1.8Sb0.2,43
Ca0.75K0.25Cu1Cl2O2,24
Ca0.719La0.281Fe2As2,31.7
Ca0.6Nd0.4Ba1La1Cu3O7.1,48.6
Ca0.6Na0.4Fe2As2,21
Ca0.6Mo1S2,4
Ca0.67Sr0.33Fe2As2,22
Ca0.67Pt3B2,1.57
Ca0.64Na0.36Fe2As2,17
Ca0.5Nd0.5Ba1La1Cu3O7.17,41.4
Ca0.5Na0.5Fe2As2,19.8
Ca0.5Fe2Se2,40
Ca0.4Pr0.6Fe1As1F1,50
Ca0.4Nd0.6Fe1As1F1,54
Ca0.4Nd0.6Ba1La1Cu3O7.19,21.9
Ca0.4Na0.6Fe2As2,25
Ca0.4La1.25Ba1.35Cu3O7.135,76
Ca0.4La1.25Ba1.35Cu3O7.055,57
Ca0.4La1.25Ba1.35Cu3O6.99,38
Ca0.4La0.6Ba1.35La0.65Cu3O7.15,80
Ca0.4Ba1.35La1.25Cu3O7.15,78.8
Ca0.4Ba1.35La1.25Cu3O7.08,68.6
Ca0.4Ba1.35La1.25Cu3O6.95,24.8
Ca0.4Ba1.35La1.25Cu3O6.92,14.4
Ca0.4Ba1.35La1.25Cu3O6.9,5
Ca0.4Ba1.25La1.35Cu3O7.19,72.9
Ca0.4Ba1.25La1.35Cu3O7.16,63.5
Ca0.4Ba1.25La1.35Cu3O7.11,47.1
Ca0.4Ba1.25La1.35Cu3O7.04,21.3
Ca0.4Ba1.25La1.25Cu3O7.14,78.8
Ca0.4Ba1.25La1.25Cu3O7.05,60
Ca0.4Ba1.25La1.25Cu3O6.98,40.1
Ca0.4Ba1.15La1.45Cu3O7.23,52.8
Ca0.4Ba1.15La1.45Cu3O7.21,43.9
Ca0.4Ba1.15La1.45Cu3O7.12,7.6
Ca0.3Nd0.7Ba1La1Cu3O7.24,14.3
Ca0.3La0.7Ba1.45La0.55Cu3O7.16,76
Ca0.3Ba1.45La1.25Cu3O7.172,76.9
Ca0.3Ba1.45La1.25Cu3O7.12,69.3
Ca0.3Ba1.45La1.25Cu3O7.11,65.3
Ca0.3Ba1.45La1.25Cu3O7.05,46.4
Ca0.3Ba1.45La1.25Cu3O7,28.3
Ca0.3Ba1.45La1.25Cu3O6.96,9.6
Ca0.34Na0.66Fe2As2,34
Ca0.33Na0.66Fe2As2,33
Ca0.32Na0.68Fe2As2,33
Ca0.31Sr0.7Ti1O3,0.1
Ca0.2Mo1S2,3.6
Ca0.2La0.8Ba1.55La0.45Cu3O7.16,68
Ca0.2Ba1.55La1.25Cu3O7.159,68.7
Ca0.2Ba1.55La1.25Cu3O7.11,59.7
Ca0.2Ba1.55La1.25Cu3O7.07,46.1
Ca0.2Ba1.55La1.25Cu3O7.05,41.1
Ca0.2Ba1.55La1.25Cu3O7.03,34.7
Ca0.2Ba1.55La1.25Cu3O7.01,25.1
Ca0.2Ba1.55La1.25Cu3O6.99,14.4
Ca0.2Ba1.55La1.25Cu3O6.98,10.4
Ca0.285Sr0.665Cu1O2,110
Ca0.27Sr0.63Cu1O2,110
Ca0.25Na0.75Fe2As2,33.4
Ca0.1O3W1,1.4
Ca0.1La1.25Ba1.65Cu3O7.06,38
Ca0.1La1.25Ba1.65Cu3O6.985,5
Ca0.1La1.15Ba1.75Cu3O7.148,57.1
Ca0.1La0.9Ba1.65La0.35Cu3O7.15,57
Ca0.1Ba1.65La1.25Cu3O7.08,45.9
Ca0.1Ba1.65La1.25Cu3O7.06,41.9
Ca0.1Ba1.65La1.25Cu3O7.03,29.9
Ca0.1Ba1.65La1.25Cu3O7.02,26.4
Ca0.1Ba1.65La1.25Cu3O7.01,19.5
Ca0.1Ba1.65La1.25Cu3O6.98,8
C8Rb1Hg1,1.41
C8Rb1,0.0241
C8K1Hg1,1.88
C8K1H0.19,0.22
C8K1,0.30475
C8Cs1,0.135
C8.1K1,0.152
C70,7
C6Yb1,6.496666667
C6Sr1,1.65
C6Ir4O2,2
C6I4O2,0.8
C6Ca1H,10
C6Ca1,11.303
C60Yb3.5,6
C60Yb2.75,3.8
C60Tb2.75,5.4
C60Sr4,4.4
C60Rb4,29
C60Rb2,29
C60Ca5,8.4
C3Y2,14.85625
C3Sc1.4Th0.6,5.4
C3Na1,2.3
C3La2,10.66
C3Ho0.6Th1.4,5.2
C3Ho0.4Th1.6,5.5
C3Ho0.2Th1.8,5.4
C3Er1Th1,4.6
C3Er0.8Th1.2,7
C3Er0.6Th1.4,8.1
C3Er0.4Th1.6,8.2
C3Er0.2Th1.8,8.2
C3Er0.1Th1.9,6.8
C2Y1,3.895428571
C2Re1W1,3.8
C2Pt1U2,1.47
C2Na1,5
C2Mo3,7.4
C2Mo1Re1,3.8
C2Lu1,3.33
C2Li1,1.9
C2La1,0.72
C22H14Rb3.1,6.9
C22H14K3.3,18
C22H14K2.9,7
C1W2,3.835
C1Ti0.5W0.5,6.7
C1Tc1,3.85
C1Ta2,1.63
C1Ta1,8.6375
C1Ta0.5W0.5,10.1
C1Ta0.4Ti0.6,4.8
C1Ta0.45W0.55,10.5
C1Ta0.2Zr0.8,2.3
C1Si1,0.725
C1S1,9
C1Ru1,2.02
C1Rh1,1.666666667
C1Re0.06W1,5
C1Re0.01W1,1.3
C1Pt2W3,1.2
C1Os2W3,2.9
C1Nb1,10.025
C1Nb0.6W0.4,12.5
C1Nb0.1Zr0.9,4.2
C1Mo3Pt2,1.1
C1Mo2,6.021666667
C1Mo1,10.152
C1Mo0.9Ru0.1,13.6
C1Mo0.9Re0.1,13.8
C1Mo0.8Ta0.2,8.7
C1Mo0.85Ta0.15,8.9
C1Mo0.83Ti0.17,10.2
C1Mo0.75Ta0.25,8.5
C1Mo0.5Ta0.5,7.7
C1Mo0.2Ta0.8,7.5
C1K1,0.55
C1Ir2W3,2.1
C1Ir2Mo3,1.8
C1Ir1Mo3,3.2
C1Hf0.9Ta0.1,5
C1Hf0.8Nb0.8,7.8
C1Hf0.7Nb0.3,6.1
C1Hf0.6Nb0.4,4.5
C1Hf0.5Nb0.5,4.8
C1Hf0.5Mo0.5,3.4
C1Hf0.4Nb0.6,5.6
C1Hf0.3Mo0.7,5.5
C1Hf0.25Nb0.75,7
C1Hf0.25Mo0.75,6.6
C1Hf0.15Mo0.85,9
C1Ga1Mo2,3.9
C1Fe3,0.65
C1Ca3Cu2O7.1,47
C1Ba3Ca3Cu5O13,111.5
C14H10Sr1.5,5.6
C14H10Ba1.5,5.4
C13La1,4.8
C1.95Y1,3.86
C1.5Ti0.3Y0.7,12.9
C1.5La0.9Th0.1,12.9
C1.5Ge3La5,3.3
C1.58La1,9.6
C1.55W0.1Y0.9,14.5
C1.55Th0.3Y0.7,17
C1.45Y1,11.5
C1.45Y0.9Zn0.1,13
C1.45V0.1Y0.9,11.5
C1.45Th1,4.1
C1.45Mo0.1Y0.9,13.8
C1.45La0.5Th0.5,14.2
C1.45Cr0.1Y0.9,12.4
C1.3La1,8.3
C1.35Y1,10
C1.35Ti0.1Y0.9,10.7
C1.35Sn0.1Y0.9,10.2
C1.35Si0.1Y0.9,11.3
C1.35Ru0.1Y0.9,11.2
C1.35Nb0.1Y0.9,10.8
C1.35La1,11
C1.35Ge0.1Y0.9,10.6
C1.35Ca0.1Y0.9,10.5
C0.9S0.1,36.5
C0.9Nb1,5
C0.9N0.1Sr2Cu1O5.35,13
C0.99Nb1,10.6
C0.98Nb1,11.68
C0.987Ta1,9.7
C0.985Nb1,12
C0.984Nb1,9.8
C0.97Ta1,11.84
C0.96Nb1,9.8
C0.93Nb1,6.5
C0.8N0.2Sr2Cu1O5.45,31
C0.8N0.2Sr2Cu1O5.35,31
C0.8N0.2Sr2Cu1O5.3,33
C0.848Ta1,2.04
C0.7Nb0.3,6
C0.7N0.3Sr2Cu1O5.55,31
C0.7N0.3Sr2Cu1O5.45,31
C0.7N0.3Sr2Cu1O5.35,35
C0.78W0.22Si1,2.9
C0.78N0.22Th1,5.6
C0.75Mo1,14.7
C0.75Hf0.05Mo0.95,14.2
C0.74W0.26Si1,3.3
C0.72W0.28Si1,3.9
C0.6Pd1,1.3
C0.6Mo4.8Si3,7.6
C0.6Mo4.8Si0.3,7.6
C0.69Mo1,12.1
C0.681Mo1,12
C0.64Mo1,8.45
C0.5W0.5,10
C0.5Sr2.01Ca0.44Y0.55Cu2.44O6.94,45.5
C0.5Mo0.17Zr0.42,9.5
C0.57Sr2Ca0.7Y0.3Cu2.33O6.78,60.3
C0.571N0.271Ta1,10.92
C0.55W0.45,8.1
C0.55Sr2.03Ca0.62Y0.35Cu2.35O6.79,60
C0.54Sr2Ca0.6Y0.4Cu2.38O6.89,56.7
C0.53Sr1.99Ca0.56Y0.45Cu2.39O6.94,54.2
C0.51Sr2Ca0.5Y0.5Cu2.42O6.92,48.9
C0.4Mo0.6,10.1
C0.48Sr2Ca0.4Y0.6Cu2.46O6.97,41.1
C0.47Sr2Ca0.35Y0.65Cu2.48O6.96,40
C0.46W0.54,9
C0.42Mo1,2.8
C0.35N0.65Nb1,17.8
C0.2N0.8Nb0.8V0.2,5.5
C0.28N0.76Nb1,16.4
C0.25N0.75Nb0.85Ti0.15,17.8
C0.1N0.9Nb1,8.5
C0.198N0.747Ta1,10.74
C0.148N0.638Ta1,12.01
C0.04Re0.96,1.98
C0.03Rh0.43Ta0.54,10
C0.026N0.974Nb1,17.2
C0.017N0.632Ta1,11.84
C0.002N0.937Ta1,8.91
C,7.4
Br2,1.4
Bi8Sr8Ca4Cu9O34.25,73.5
Bi8Sr8Ca4Cu9O34.16,94.2
Bi8Sr7Ca5Cu9O34.13,72.5
Bi8Sr6Ca6Cu9O34,74.3
Bi8Sr6Ca6Cu9O33.964,80
Bi8Sr6Ca6Cu9O33.912,85
Bi8Sr6Ca6Cu9O33.85,72.5
Bi8Sr5Ca7Cu9O34.94,74.4
Bi6S5O8,2.4
Bi5Tl3,6.4
Bi4Te3,3.5
Bi4Sr4Ca3Cu4O16.29,81
Bi4Sr4Ca2Cu4O16.25,82.4
Bi4Sr4Ca1Tm1Cu4O16.67,37.7
Bi4Sr4Ca1.9Tm0.1Cu4O16.28,83.9
Bi4Sr4Ca1.8Tm0.2Cu4O16.38,83.9
Bi4Sr4Ca1.5Tm0.5Cu4O16.5,84.3
Bi4Sr4Ca0.5Tm1.5Cu4O16.91,1.5
Bi4Sr3Ca3Cu4O16.25,83
Bi4Sr3Ca2Y1Cu4O16,43.5
Bi4Sr3Ca2Tm1Cu4O16.73,46.5
Bi4Sr3Ca2.9Tm0.1Cu4O16.36,80
Bi4Sr3Ca2.8Tm0.2Cu4O16.41,83
Bi4Sr3Ca2.5Tm0.5Cu4O16.52,81
Bi4Sr3Ca1Y2Cu4O16,64.1
Bi4Sr3Ca1.6Y1.4Cu4O16,79.8
Bi4Sr3Ca1.5Y1.5Cu4O16,86.1
Bi4Sr3Ca1.4Y1.6Cu4O16,85.8
Bi4Sr3Ca1.2Y1.8Cu4O16,79.3
Bi4S3O4,4.846
Bi4S2.97Se0.03O4,4.2
Bi4S2.91Se0.09O4,3.7
Bi4S2.85Se0.15O4,3.5
Bi4Rh1,1.966666667
Bi4Mg1,0.85
Bi4Ca3Sr3Cu4O16.32,80
Bi4Ca3Sr3Cu4O16,88.16666667
Bi3Zn1,0.87
Bi3Te1,0.875
Bi3Sr1,5.7
Bi3Sn1,3.77
Bi3S3O3,5.1
Bi3S3O2,4.3
Bi3Rh1,3.175
Bi3Ni1,3.935
Bi3Ni0.9Fe0.1,4.06
Bi3Ni0.95Fe0.05,4.08
Bi3Mo1,3.7
Bi3La5,0.64
Bi3La4,0.155
Bi3In5,4.189
Bi3Fe1,1
Bi3Ca1,1.85
Bi3.9Cu0.1S3O4,2.995
Bi3.9Co0.1S3O4,5.215
Bi3.99Cu0.01S3O4,3.935
Bi3.975Cu0.025S3O4,2.99
Bi3.95Cu0.05S3O4,2.595
Bi3.925Co0.075S3O4,4.3775
Bi3.875Co0.125S3O4,4.255
Bi3.85Co0.15S3O4,3.9625
Bi2Y3,2.25
Bi2Te3,3.7325
Bi2Te1,8.6
Bi2Sr4Cu2C1O11,30
Bi2Sr3Cu2O8,91.5
Bi2Sr2Y1.64Ce0.36Cu2O10.22,20
Bi2Sr2Sm1.64Ce0.36Cu2O10.24,16
Bi2Sr2Nd1.64Ce0.36Cu2O10.23,14
Bi2Sr2Ho1.64Ce0.36Cu2O10.22,24
Bi2Sr2Gd1.64Ce0.36Cu2O10.24,34
Bi2Sr2Eu1.64Ce0.36Cu2O10.26,27
Bi2Sr2Dy1.64Ce0.36Cu2O10.26,27
Bi2Sr2Cu1O6.36,8
Bi2Sr2Cu1O6.18,3
Bi2Sr2Cu1O6.175,7
Bi2Sr2Cu1O6.16,10
Bi2Sr2Cu1O6.14,14
Bi2Sr2Cu1O6.13,16
Bi2Sr2Cu1O6.09,10
Bi2Sr2Cu1O6,7.38
Bi2Sr2Ca6Cu8O19,80
Bi2Sr2Ca2Cu4O11,95
Bi2Sr2Ca2Cu3O10.28,108.7
Bi2Sr2Ca2Cu3O1,114
Bi2Sr2Ca2Cu3O,111
Bi2Sr2Ca2Cu2I0.86O8.21,50.6
Bi2Sr2Ca1Cu2O8.428,42.1
Bi2Sr2Ca1Cu2O8.373,47.2
Bi2Sr2Ca1Cu2O8.329,47.3
Bi2Sr2Ca1Cu2O8.3,70
Bi2Sr2Ca1Cu2O8.293,87.5
Bi2Sr2Ca1Cu2O8.291,89.1
Bi2Sr2Ca1Cu2O8.288,90.2
Bi2Sr2Ca1Cu2O8.272,92.2
Bi2Sr2Ca1Cu2O8.27,85.5
Bi2Sr2Ca1Cu2O8.256,67.2
Bi2Sr2Ca1Cu2O8.248,86
Bi2Sr2Ca1Cu2O8.245,90
Bi2Sr2Ca1Cu2O8.242,73.9
Bi2Sr2Ca1Cu2O8.234,84
Bi2Sr2Ca1Cu2O8.231,83.7
Bi2Sr2Ca1Cu2O8.224,89
Bi2Sr2Ca1Cu2O8.218,70
Bi2Sr2Ca1Cu2O8.216,78
Bi2Sr2Ca1Cu2O8.214,70
Bi2Sr2Ca1Cu2O8.2135,70
Bi2Sr2Ca1Cu2O8.212,73
Bi2Sr2Ca1Cu2O8.21,90.6
Bi2Sr2Ca1Cu2O8.199,70
Bi2Sr2Ca1Cu2O8.198,78
Bi2Sr2Ca1Cu2O8.197,74
Bi2Sr2Ca1Cu2O8.196,85
Bi2Sr2Ca1Cu2O8.195,91
Bi2Sr2Ca1Cu2O8.194,92
Bi2Sr2Ca1Cu2O8.19,89.26666667
Bi2Sr2Ca1Cu2O8.17,85.5
Bi2Sr2Ca1Cu2O8.16,89.125
Bi2Sr2Ca1Cu2O8.14,81
Bi2Sr2Ca1Cu2O8.12,81.3
Bi2Sr2Ca1Cu2O8.118,91
Bi2Sr2Ca1Cu2O8.11,86.45
Bi2Sr2Ca1Cu2O8.1,90
Bi2Sr2Ca1Cu2O,87
Bi2Sr2Ca1Cu2I1O8.242,53
Bi2Sr2Ca1Cu2I1O8,58
Bi2Sr2Ca1Cu2I0.98O8.21,49.3
Bi2Sr2Ca1Cu2I0.86O8.242,55.5
Bi2Sr2Ca1Cu2I0.69O8.242,53.1
Bi2Sr2Ca1Cu2I0.61O8.21,56.3
Bi2Sr2Ca1Cu2I0.4O8.242,56.7
Bi2Sr2Ca1Cu2I0.43O8.21,63.1
Bi2Sr2Ca1Cu2I0.2O8.242,64.6
Bi2Sr2Ca1Cu2I0.25O8.21,71.6
Bi2Sr2Ca1Cu2I0.1O8.21,83.9
Bi2Sr2Ca1Cu2I0.03O8.21,86.6
Bi2Sr2Ca1Cu1.99Fe0.01O8,74.1
Bi2Sr2Ca1Cu1.98Ni0.02O8,78
Bi2Sr2Ca1Cu1.98Fe0.02O8,71.5
Bi2Sr2Ca1Cu1.988Ni0.012O8,92.55
Bi2Sr2Ca1Cu1.97Ni0.03O8,77
Bi2Sr2Ca1Cu1.96Fe0.04O8,65.7
Bi2Sr2Ca1Cu1.952Ni0.048O8,74
Bi2Sr2Ca1.2Cu3.22O8,70
Bi2Sr2Ca0.9Y0.1Cu2O8.23,87.5
Bi2Sr2Ca0.9Y0.1Cu2O8.2,89
Bi2Sr2Ca0.9Y0.1Cu2O8,76.5
Bi2Sr2Ca0.9Y0.1Cu2I1O8,67
Bi2Sr2Ca0.9Pr0.1Cu2O8.234,75.8
Bi2Sr2Ca0.9Gd0.1Cu2O8,80
Bi2Sr2Ca0.9Er0.1Cu2O8,87
Bi2Sr2Ca0.9Ce0.1Cu2O8,75.455
Bi2Sr2Ca0.95Pr0.05Cu2O8,83.15
Bi2Sr2Ca0.95Ce0.05Cu2O8,80
Bi2Sr2Ca0.8Yb0.2Cu2O8.26,91.65
Bi2Sr2Ca0.8Y0.2Cu2O8.34,86
Bi2Sr2Ca0.8Y0.2Cu2O8.27,92.6
Bi2Sr2Ca0.8Y0.2Cu2O8.26,92
Bi2Sr2Ca0.8Y0.2Cu2O8.2,87.8
Bi2Sr2Ca0.8Y0.2Cu2I1O8,75
Bi2Sr2Ca0.8Pr0.2Cu2O8.282,70
Bi2Sr2Ca0.8Nd0.2Cu2O8.26,89.25
Bi2Sr2Ca0.8Lu0.2Cu2O8.27,92.5
Bi2Sr2Ca0.8La0.2Cu2O8.26,88.45
Bi2Sr2Ca0.8Gd0.2Cu2O8.27,90.9
Bi2Sr2Ca0.8Gd0.2Cu2O8.26,89.8
Bi2Sr2Ca0.8Gd0.2Cu2O8,73
Bi2Sr2Ca0.8Eu0.2Cu2O8.26,90.65
Bi2Sr2Ca0.8Dy0.2Cu2O8.26,91.25
Bi2Sr2Ca0.8Ce0.2Cu2O8,17
Bi2Sr2Ca0.85Pr0.15Cu2O8,68.35
Bi2Sr2Ca0.7Y0.3Cu2O8.3,86
Bi2Sr2Ca0.7Y0.3Cu2I1O8,79
Bi2Sr2Ca0.7Pr0.3Cu2O8.299,60.8
Bi2Sr2Ca0.7Gd0.3Cu2O8,48
Bi2Sr2Ca0.75Y0.25Cu2O8,89.4
Bi2Sr2Ca0.75Pr0.25Cu2O8,88
Bi2Sr2Ca0.6Y0.4Cu2O8.36,76
Bi2Sr2Ca0.6Y0.4Cu2O8.29,64
Bi2Sr2Ca0.6Y0.4Cu2I1O8,66
Bi2Sr2Ca0.6Pr0.4Cu2O8.316,57
Bi2Sr2Ca0.6Pr0.4Cu2O8,42.2
Bi2Sr2Ca0.6Gd0.4Cu2O8,30
Bi2Sr2Ca0.65Y0.35Cu2O8.3,74
Bi2Sr2Ca0.5Y0.5Cu2O8.39,66
Bi2Sr2Ca0.5Y0.5Cu2O8.36,18
Bi2Sr2Ca0.5Y0.5Cu2O8.33,40
Bi2Sr2Ca0.5Y0.5Cu2I1O8,31
Bi2Sr2Ca0.5Pr0.5Cu2O8.329,5.1
Bi2Sr2Ca0.57Pr0.43Cu2O8,48
Bi2Sr2Ca0.55Y0.45Cu2I1O8,55
Bi2Sr2Ca0.4Y0.6Cu2O8,9
Bi2Sr2.65Ca0.35Cu2O8,93.6
Bi2Sr2.4Ca0.6Cu2O8,94.2
Bi2Sr2.2Ca0.8Cu2O8,89.9
Bi2Sr2.1Y0.1Ca0.8Cu2O8.26,96
Bi2Sr2.08Ca0.92Cu2O8,95.3
Bi2Sr1Ca2Cu2O8.229,76.4
Bi2Sr1.9Y0.1Ca1Cu2O8.24,94
Bi2Sr1.9La0.1Cu1O6.2,12
Bi2Sr1.9Ca1.1Cu2O8.181,71.8
Bi2Sr1.8Y0.1Ca1.1Cu2O8.23,93
Bi2Sr1.8La0.2Cu1O6.3,18
Bi2Sr1.8Ca1Yb0.2Cu2O8.26,90.1
Bi2Sr1.8Ca1Y0.2Cu2O8.25,90.4
Bi2Sr1.8Ca1Nd0.2Cu2O8.26,87.7
Bi2Sr1.8Ca1Lu0.2Cu2O8.27,91.1
Bi2Sr1.8Ca1La0.2Cu2O8.27,87.8
Bi2Sr1.8Ca1Gd0.2Cu2O8.26,88.9
Bi2Sr1.8Ca1Eu0.2Cu2O8.25,88.9
Bi2Sr1.8Ca1Dy0.2Cu2O8.26,89.2
Bi2Sr1.8Ca1.2Cu2O8.211,73.7
Bi2Sr1.7La0.3Cu1O6,30
Bi2Sr1.7Ca1.3Cu2O8.211,78.7
Bi2Sr1.76La0.24Cu1O6,24
Bi2Sr1.6Y0.1Ca1.3Cu2O8.23,89
Bi2Sr1.6Sm0.4Cu1O6.3,17
Bi2Sr1.6Pr0.4Cu1O6.313,21.8
Bi2Sr1.6Nd0.4Cu1O6.32,23.1
Bi2Sr1.6La0.4Cu1O6.36,31.2
Bi2Sr1.6La0.4Cu1O6.35,20
Bi2Sr1.6La0.4Cu1O6.32,23.2
Bi2Sr1.6La0.4Cu1O6.307,27.6
Bi2Sr1.6La0.4Cu1O6.29,30.6
Bi2Sr1.6La0.4Cu1O6,32
Bi2Sr1.6Eu0.4Cu1O6.301,12.5
Bi2Sr1.6Ca1.4Cu2O8.16,77.6
Bi2Sr1.6Ca1.2Yb0.2Cu2O8.26,88.3
Bi2Sr1.6Ca1.2Y0.2Cu2O8.26,89.1
Bi2Sr1.6Ca1.2Nd0.2Cu2O8.26,86
Bi2Sr1.6Ca1.2Lu0.2Cu2O8.26,88.6
Bi2Sr1.6Ca1.2La0.2Cu2O8.27,86
Bi2Sr1.6Ca1.2Gd0.2Cu2O8.26,87.1
Bi2Sr1.6Ca1.2Eu0.2Cu2O8.26,87.1
Bi2Sr1.6Ca1.2Dy0.2Cu2O8.26,88
Bi2Sr1.5La0.5Cu1O6.38,21
Bi2Sr1.5Ca1.5Cu2O8.25,67
Bi2Sr1.5Ca1.5Cu2O8.22,73
Bi2Sr1.5Ca1.5Cu2O8.19,80.75
Bi2Sr1.56La0.44Cu1O6,33
Bi2Sr1.4La0.6Cu1O6.42,5
Bi2Sr1.4Ca1.6Cu2O8.2,81.1
Bi2Sr1.43La0.57Cu1O6,28.5
Bi2Sr1.3Sm0.7Cu1O6.405,8
Bi2Sr1.3Nd0.7Cu1O6.417,14.2
Bi2Sr1.3La0.7Cu1O6.422,22.6
Bi2Sr1.3Ca1.7Cu2O8.19,76.5
Bi2Sr1.3Ca0.7Cu1O6.15,84
Bi2Sr1.34La0.66Cu1O6,20
Bi2Sr1.2Ca1.8Cu2O8.199,76.5
